Resp.ID,Collector.ID,start.date,End.date,converse.id,dream.id,usewell.id,whenever.id,consider.ought,people.ought,expect.ought,fail.ought,necessity,enjoy.intr,life.intr,exciting.intr,challenge.intr,job.instru,knowledge.instru,career.instru,money.instru,time.integr,becomelike.integr,meeting.integr,affinity.integr,improve.prof,speaking.prof,reading.prof,written.prof,listening.prof,citizen.post,interact.post,overseas.post,globalaccess.post,mot.qual,advantages.qual,idealfuture.qual,succ1.attrib,educ2.attrib,open3.attrib,élite4.attrib,citizen5.attrib,employable6.attrib,cultured7.attrib,interesting8.attrib,other.comment9.attrib,parents1.external,friends2.external,teachers3.external,press4.external,duty5.external,noextern6.external,other7.external,encouragement1.influence,other4.influence,transl1.sector,research2.sector,teaching3.sector,business4.sector,tourism5.sector,banking6.sector,organisation7.sector,communication8.sector,intrelations9.sector,Notsure10.sector,other11.sector,Age,Gender,L1,speak.other.L2,other.speak.other.L2,study.other.L2,origins,origins.specify,year.studyL2,other.year.studyL2,private.lessons1.other.ways,study.holiday2.other.ways,year.sem.abroad3.other.ways,online.course4.other.ways,other5.other.ways,degree,other.degree1,comparative.culture.minor1,philosophy.minor2,Language.literature.culture.minor3,art.music.theatre.minor4,ancient studies.minor5,history.minor6,computer.science.minor7,law.minor8,economics.minor9,communication.minor10,catholic.theology.minor11,evangelical.theology.minor12,DAF.minor13,orthodox theology.minor14,sinology.minor15,scandinavian.studies.minor16,other.minor17,study.year,prof,other.prof,insistence2.influence,pressure3.influence,Context,other.attrib.richi,other.external.richi,other.sector.richi,other.year.studyL2.reduced,other.year.studyL2.richi,other.other.ways.richi,other.degree.richi
5184285768,95520369,2017-01-23T02:54:00Z,2017-01-23T02:59:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Not sure,Not sure,Agree,Disagree,Agree,Disagree,Strongly agree,Not sure,Disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,I want to teach english in non-english speaking countries and studying english is a good way to go.,I will be able to speak both languages fluently & at an academic level.,I believe it will be the main point of my future job,0,1,1,0,0,0,1,0,BILINGUAL,0,0,0,0,0,1,NA,NA,NA,1,0,1,0,0,0,0,0,0,1,NA,18-25,Female,English,Yes,"French, Chinese (beginner)",Chinese,Yes,American,Other,BILINGUAL,0,0,0,0,NA,BA in Anglistik,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1st semester,Advanced,NA,NA,NA,English in Germany,BILINGUAL,NA,NA,BILINGUAL,BILINGUAL,NA,NA
5184288871,95520369,2017-01-23T02:59:00Z,2017-01-23T03:29:00Z,Strongly agree,Strongly agree,Agree,Agree,Not sure,Disagree,Disagree,Disagree,Strongly agree,Agree,Not sure,Agree,Agree,Agree,Agree,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Not sure,Agree,Agree,Not sure,Agree,Agree,English literature,NA,Maybe GB is my next homecountry,0,1,1,0,0,0,1,1,NA,0,0,0,0,0,1,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,NA,18-25,Female,German,Yes,"Italian, Greek, Arabic (Latin, historian Greek)",Arabic,No,NA,Other,SECOND.YEAR.SECONDARY,0,1,0,0,NA,BA in Anglistik,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Intermediate,NA,NA,NA,English in Germany,NA,NA,NA,SECONDARY,SECOND.YEAR.SECONDARY,NA,NA
5184308773,95520369,2017-01-23T03:33:00Z,2017-01-23T03:38:00Z,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Not sure,Agree,Agree,Agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Agree,Agree,Being able to work internationally.,NA,I would like to translate novels / literature into German,0,1,1,0,0,0,1,0,NA,0,0,0,0,0,0,MEDIA (CELEBRITIES),1,NA,1,0,0,1,0,0,0,0,0,0,NA,18-25,Female,German,No,NA,No,No,NA,Other,FIRST.YEAR.SECONDARY,0,0,0,0,L2.RESOURCES,BA in Anglistik,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Upper-intermediate,NA,0,0,English in Germany,NA,MEDIA (CELEBRITIES),NA,SECONDARY,FIRST.YEAR.SECONDARY,L2.RESOURCES,NA
5184311630,95520369,2017-01-23T03:38:00Z,2017-01-23T03:43:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Disagree,Disagree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Strongly agree,Strongly agree,English is an interesting language with a lot of variety.,It is harder to learn German than to learn English so I am glad that it's my mother tongue. Learning English at university level sometimes can be quite challenging but afterwards I hopefully will be fluid in spoken and written English.,I hope to work in Film/ Television and since the US are the leading country in that area I will definitely need English,1,1,0,0,0,1,1,0,NA,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,MEDIA,18-25,Male,German,Yes,Spanish (Latin American),No,No,NA,Other,THIRD.YEAR.PRIMARY,0,0,1,0,L2.RESOURCES,BA in Anglistik,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1st semester,Advanced,NA,NA,NA,English in Germany,NA,NA,MEDIA,PRIMARY,THIRD.YEAR.PRIMARY,L2.RESOURCES,NA
5184315284,95520369,2017-01-23T03:44:00Z,2017-01-23T03:48:00Z,Agree,Not sure,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Not sure,Not sure,Agree,Not sure,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Not sure,Agree,Agree,Agree,Becoming a teacher to teach students/pupils how to use English,- helps me to get a job,- main part of my future job,0,1,0,0,0,1,0,0,NA,0,0,1,0,0,0,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Upper-intermediate,NA,NA,NA,English in Germany,NA,NA,NA,NA,NA,NA,NA
5184318303,95520369,2017-01-23T03:50:00Z,2017-01-23T03:55:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Not sure,Strongly agree,Not sure,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I love the language and the different cultures in English-speaking countries. Being able to communicate in English allows me to interact with people in the whole world.,"More people in the world speak English than German. So, I will be able to get in contact with more international people.","I hope I will use English actively in whatever job I might have. Also, I would really like to live in England or Scotland.",0,1,1,0,1,1,1,0,QC,0,1,0,0,0,0,QC,1,NA,1,0,0,0,0,0,0,1,0,0,NA,18-25,Female,German,Yes,Spanish and French,No,No,NA,Other,THIRD.YEAR.PRIMARY,0,1,0,0,NA,BA in Anglistik,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1st semester,Advanced,NA,0,0,English in Germany,QC,QC,NA,PRIMARY,THIRD.YEAR.PRIMARY,NA,NA
5184877546,95520369,2017-01-23T19:56:00Z,2017-01-23T20:02:00Z,Agree,Strongly agree,Agree,Agree,Not sure,Disagree,Disagree,Not sure,Disagree,Agree,Agree,Agree,Agree,Not sure,Agree,Not sure,Not sure,Agree,Not sure,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Not sure,Agree,Agree,Not sure,"I like the language, it was fun to learn at school and it's the only subject I'd like to improve and use in my future.","German is a pretty hard language to learn for foreigners, so it makes interactions with foreign people easier when you are able to speak and write good English.","It would be great if I had a job that has to do with English (translating), so that I use it on a daily basis.",0,1,1,0,0,0,1,0,NA,0,0,0,0,0,1,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,NA,18-25,Female,German,No,NA,Italian,No,NA,Other,NA,0,0,0,0,FRIENDS,BA in Anglistik,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Upper-intermediate,NA,NA,NA,English in Germany,NA,NA,NA,NA,NA,FRIENDS,NA
5184882893,95520369,2017-01-23T20:03:00Z,2017-01-23T20:10:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Strongly disagree,Strongly disagree,Disagree,Not sure,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,communicating with other people,"being able to create high standard texts 
communicate in every area of life (job, friends)","Becoming an English teacher, the english language will have a huge part in my life, doing exchanges, improving myself and teaching and showing children the amazing world outside of the german language.",0,0,1,1,1,0,1,1,NA,0,0,1,0,0,0,QC,1,NA,0,1,1,0,0,0,0,0,0,0,NA,18-25,Female,German,Yes,French,No,No,NA,Kindergarten,NA,0,0,1,0,NA,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sport, EWS",1st semester,Upper-intermediate,NA,0,0,English in Germany,NA,QC,NA,NA,NA,NA,LA
5184888963,95520369,2017-01-23T20:10:00Z,2017-01-23T20:16:00Z,Strongly agree,Not sure,Agree,Agree,Not sure,Not sure,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,"- Learn grammar & vocab
- communicate all over the world","- gute Job Aussichten 
","- Kommunikation mit Geschäftspartnern
- Internationale Kunden anwerben
- Verständnis auf Reisen",1,1,1,0,0,1,1,0,NA,0,0,0,0,0,1,QC,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,18-25,Male,German,Yes,"French, Latin",No,No,NA,First year of primary school,NA,0,0,1,0,NA,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EWS (Pädagogik), Geographie",1st semester,Upper-intermediate,NA,NA,NA,English in Germany,NA,QC,NA,NA,NA,NA,LA
5184893681,95520369,2017-01-23T20:16:00Z,2017-01-23T20:22:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Not sure,Strongly agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Not sure,Strongly agree,Strongly agree,Strongly agree,I love the English language and since I've been on exchange I want to keep improving my skills.,"I think it's important to be able to communicate with people from all over the world. If I learn English at university level, it shouldn't be a problem to talk to people from other countries anymore.","Since I want to become an English teacher, the English language will have a big role in my future.",0,1,1,0,0,1,1,1,ABLE.TO.COMMUNICATE,0,0,0,0,0,1,QC,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Female,German,Yes,Spanish,No,No,NA,Other,FOURTH.YEAR.PRIMARY,0,0,1,0,NA,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,1st semester,Upper-intermediate,NA,NA,NA,English in Germany,ABLE.TO.COMMUNICATE,QC,NA,PRIMARY,FOURTH.YEAR.PRIMARY,NA,LA
5184898799,95520369,2017-01-23T20:22:00Z,2017-01-23T20:29:00Z,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Not sure,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Not sure,Agree,Not sure,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,"I want to become a teacher for English and History. Also in times of globalization it's necessary to be able to speak and understand english. Apart from that I have big interest in American/British culture, politics etc.","Since I want to work as an English teacher, it's simply necessary.",A central role -> english teacher,0,1,1,0,1,0,0,1,NA,0,0,1,0,0,0,NA,1,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Male,German,Yes,Spanish,No,No,NA,Other,THIRD.YEAR.PRIMARY,0,0,0,0,NA,LA,LA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,2nd semester,Advanced,NA,0,0,English in Germany,NA,NA,NA,PRIMARY,THIRD.YEAR.PRIMARY,NA,LA
5184904498,95520369,2017-01-23T20:29:00Z,2017-01-23T20:35:00Z,Disagree,Strongly agree,Strongly agree,Not sure,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Not sure,Agree,Agree,Not sure,Strongly agree,Not sure,Agree,Agree,Not sure,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,I've always loved English. When I chose my main subject I decided to study the subject I am most interested in.,"Many companies are looking for employees with excellent English-skills (writing, reading & speaking)","I would love to work with books in the future, maybe become an editor or a translator. If I succeed it would have a big role since I would be using it daily.",0,1,0,0,0,1,0,0,NA,1,0,0,0,0,0,QC,NA,NA,1,0,0,0,0,0,0,1,0,0,NA,18-25,Female,German,Yes,I had French in school for 7 years.,No,No,NA,First year of primary school,NA,0,0,0,0,PERSONAL.HERITAGE,BA in Anglistik,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Advanced,NA,NA,NA,English in Germany,NA,QC,NA,NA,NA,PERSONAL.HERITAGE,NA
5184910055,95520369,2017-01-23T20:36:00Z,2017-01-23T20:42:00Z,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Not sure,Disagree,Agree,Agree,Not sure,Strongly agree,Not sure,Agree,Agree,Strongly agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,I am studying English because I feel it is an important language to have mastered in such international times of globalisation.,Being able to speak English allows me to travel to almost any place in the world and being able to communicate with the people there.,I think being able to speak English gives me a certain advantage when looking for a job as most companies are international today.,0,1,0,0,1,1,1,1,NA,1,0,0,0,0,0,QC,1,NA,1,0,0,0,1,0,1,0,1,0,NA,18-25,Female,German,Yes,NA,Italian,Yes,Mother is from England.,Other,BILINGUAL,0,0,0,0,PERSONAL.HERITAGE,BA in Anglistik,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Advanced,NA,0,0,English in Germany,NA,QC,NA,BILINGUAL,BILINGUAL,PERSONAL.HERITAGE,NA
5184915338,95520369,2017-01-23T20:42:00Z,2017-01-23T20:47:00Z,Agree,Agree,Agree,Agree,Agree,Not sure,Not sure,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Not sure,Not sure,Agree,Not sure,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Meeting nice people,Knowing two world languages,use it in my job and on holiday,1,1,1,0,1,1,0,1,NA,1,1,0,0,0,0,GLOBALISATION,1,NA,0,0,0,1,0,0,1,1,1,0,NA,18-25,Male,German,Yes,"Spanish, (Latin)",No,No,NA,First year of primary school,NA,0,0,0,0,TRAVELLING,BA in Anglistik,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1st semester,Upper-intermediate,NA,0,0,English in Germany,NA,GLOBALISATION,NA,NA,NA,TRAVELLING,NA
5184919072,95520369,2017-01-23T20:47:00Z,2017-01-23T20:54:00Z,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Not sure,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,English is a world language and person can get more information with English language -> main motivation is the source for all different kinds of information is broader with English,"-> communication with more people
-> more opportunities
-> flexibility",I am supposed to be an English teacher so I guess quit a big role.,0,1,1,0,0,1,0,0,QC,0,0,1,0,1,0,QC,1,NA,0,1,1,0,1,0,0,0,0,0,NA,18-25,Female,Slovak,Yes,"French, German",No,No,NA,Other,THIRD.YEAR.PRIMARY,0,1,0,0,NA,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3rd year of Master,Advanced,NA,0,0,English in Germany,QC,QC,NA,PRIMARY,THIRD.YEAR.PRIMARY,NA,LA
5184925389,95520369,2017-01-23T20:54:00Z,2017-01-23T21:01:00Z,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Not sure,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,"I think it's the love for the language itself, how it sounds and how it is sometimes capable of expressing something in a way no other language, even my native language, could.",It creates a diversity in how I think and talk in German too. Just like any other language it reassembles or renews ways of thinking and in that way your sight on the world in all aspects.,"I want to be an English teacher someday, so English will sooner or later become part of my everyday life.",0,1,1,0,1,0,1,1,NA,1,1,1,0,0,0,QC,1,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Male,German,Yes,Italian,No,No,NA,First year of primary school,NA,0,0,1,0,FRIENDS,BA in Anglistik,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Upper-intermediate,NA,0,0,English in Germany,NA,QC,NA,NA,NA,FRIENDS,NA
5184931383,95520369,2017-01-23T21:01:00Z,2017-01-23T21:11:00Z,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Not sure,Agree,Agree,Strongly agree,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"My main motivation is to teach students and to show people how great the english language is. I also want to be able to communicate with people especially from America, Canada, Australia & New Zealand without any problems.",I think a main advantage is that I will be respected in an english speaking country. Native speakers will be convinced that they can work together with me without any language problems. And I will be able to obtain work in an english spoken country which couldn't be possible without this kind of formation.,"It will play a huge role for me because I want to teach at schools in Canada or at least I want to work in Canada for a certain time. I already have many friends all over the world because I am a professional skier, where speaking/communicating in english is really important.",0,1,1,0,1,1,0,1,NA,0,1,0,0,0,0,QC,1,NA,0,0,1,1,1,0,0,0,0,0,NA,18-25,Female,German,Yes,"French, Latin, Italian",No,No,NA,First year of primary school,NA,0,0,0,0,LIVING.L2,BA in Anglistik,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Economics,1st semester,Intermediate,NA,0,0,English in Germany,NA,QC,NA,NA,NA,LIVING.L2,NA
5185378300,95520369,2017-01-24T02:29:00Z,2017-01-24T02:35:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Becoming a teacher,"International discours, needed for teachers",A central one since I'll become a teacher.,1,1,1,0,1,1,1,1,NA,0,0,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Male,German,Yes,"Italian, French, Russian, Latin",No,No,NA,Other,FIRST.YEAR.SECONDARY,1,0,0,0,NA,LA,LA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Advanced,NA,NA,NA,English in Germany,NA,NA,NA,SECONDARY,FIRST.YEAR.SECONDARY,NA,LA
5185389169,95520369,2017-01-24T02:35:00Z,2017-01-24T02:39:00Z,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Not sure,Agree,Agree,Strongly disagree,Agree,Not sure,Not sure,Not sure,Not sure,Agree,Agree,Agree,I love the English language,I am able to become an English teacher,It is one of my subjects next to history.,1,1,1,0,1,0,1,1,NA,0,1,1,0,0,0,NA,1,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Female,German,Yes,French,Latin,No,NA,First year of primary school,NA,0,0,0,0,NA,LA,LA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1st semester,Advanced,NA,0,0,English in Germany,NA,NA,NA,NA,NA,NA,LA
5185397337,95520369,2017-01-24T02:39:00Z,2017-01-24T02:44:00Z,Disagree,Not sure,Agree,Not sure,Disagree,Agree,Disagree,Strongly disagree,Agree,Not sure,Disagree,Agree,Not sure,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Not sure,Agree,Agree,Agree,Agree,Agree,Not sure,Agree,Agree,Agree,I like the language itself and I like being able to communicate easily with people from different countries.,I think it's quite good to be able to speak German and a high level of English because of better career options in the future.,I hope that I'm going to be able to teach students English in a way that they enjoy English.,0,1,1,0,1,0,1,1,NA,0,1,0,0,0,0,NA,1,NA,0,0,1,0,0,0,0,0,0,1,NA,18-25,Female,German,No,NA,No,No,NA,Other,THIRD.YEAR.PRIMARY,0,0,0,0,NA,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lehramt Grundschule,1st semester,Upper-intermediate,NA,0,0,English in Germany,NA,NA,NA,PRIMARY,THIRD.YEAR.PRIMARY,NA,LA
5185408081,95520369,2017-01-24T02:44:00Z,2017-01-24T02:52:00Z,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,"I've studied French before but I never used it in my every day life. I like to read books in English, watch TV series in English etc. My mother comes from the Philippines where English is the second language so ever since I was a child, we talk a lot in English at home.",I think it is very important that someone is able to communicate with foreign people. I'm studying to become a teacher so I can transfer my knowledge to other people.,see 32!,0,1,1,0,1,1,0,1,NA,1,1,1,0,0,0,QC,1,NA,1,0,1,0,0,0,0,1,0,0,NA,18-25,Female,German,Yes,"French, Italian, Spanish, Tagalog",French (5 semesters) until 07/2016,No,NA,Kindergarten,NA,0,0,0,0,NA,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1st semester,Upper-intermediate,NA,0,0,English in Germany,NA,QC,NA,NA,NA,NA,LA
5185601316,95520369,2017-01-24T04:31:00Z,2017-01-24T04:42:00Z,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Not sure,Not sure,Not sure,Agree,Not sure,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Not sure,Not sure,Agree,Not sure,Not sure,"To improve my speaking and writing skills. 
Mostly I want to be able to speak english fluently.","you are able to communicate in most parts of the world, knowing you are capable of doing so.","well, I like it more than german, so being able to use English properly would be giving me a lot of confidence.",0,0,1,0,0,0,1,1,QC,0,0,0,0,0,1,QC,NA,NA,0,0,1,0,0,0,1,0,1,0,NA,18-25,Female,German,Yes,Spanish,No,No,NA,First year of primary school,NA,0,0,0,0,NA,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Math (also Lehramt),1st semester,Upper-intermediate,NA,NA,NA,English in Germany,QC,QC,NA,NA,NA,NA,LA
5185737784,95520369,2017-01-24T05:43:00Z,2017-01-24T06:01:00Z,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Not sure,Agree,Agree,Not sure,Agree,Not sure,Disagree,Agree,Not sure,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Not sure,Strongly agree,Agree,Strongly agree,I simply love the language.,NA,I may be an eglish teacher in german schools.,0,1,1,0,0,0,1,1,QC,0,0,0,0,0,1,QC,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,18-25,Female,German,No,NA,No,No,NA,First year of primary school,NA,0,0,0,0,L2.RESOURCES,LA,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Soziologie, Erziehungswissenschaften",1st semester,Upper-intermediate,NA,NA,NA,English in Germany,QC,QC,NA,NA,NA,L2.RESOURCES,LA
5185746304,95520369,2017-01-24T06:01:00Z,2017-01-24T06:09:00Z,Strongly agree,Agree,Strongly agree,Agree,Not sure,Not sure,Strongly disagree,Strongly disagree,Not sure,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,"to become better in speaking and writing
to be able to understand En-films in the cinema/TV.","to be able to use the English-language in my future job, too
to be able to communicate on a higher level.",I want to work in an English-speaking country or to have contact/relationship with companies/workmates,1,1,1,0,1,1,1,1,NA,0,0,0,0,0,1,QC,NA,NA,0,0,1,1,0,0,0,1,1,0,NA,18-25,Female,German,Yes,"Italian, French",No,Yes,Großcousin,Kindergarten,NA,0,0,0,0,COURSE,LA,LA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"History of Art, Art",1st semester,Intermediate,NA,NA,NA,English in Germany,NA,QC,NA,NA,NA,COURSE,LA
